header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Aarnout Drostlaan 58,2523 EP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42685098-aarnout-drostlaan-58/?navigateSource=resultlist,20220131_225957,"€ 250,000 kosten koper","€ 3,125    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,€ 50.00 per month,Ground-floor apartment (apartment),Resale property,1906-1930,Living area80 m²Other space inside the building24 m²Exterior space attached to the building15 m²,80 m²,24 m²,15 m²,350 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,E        What does this mean?,Full ownership,In residential district,Back garden,"27 m² (6,2 meter deep and 4,4 meter broad)",Located at the northeast,Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
