header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Soetendaalseweg 52 A01,3036 ES Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88025469-soetendaalseweg-52-a01/?navigateSource=resultlist,20220127_212421,"€ 265,000 kosten koper","€ 4,732    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 49.20 per month,Upstairs apartment (apartment),Resale property,1912,Gable roof covered with roof tiles,Living area56 m²,56 m²,206 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,TV via cable,Not available,Partly double glazed,CH boiler,CH boiler,"Remeha Avant (gas-fired combination boiler, in ownership)",Full ownership,Full ownership,In center and in residential district,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 49.20 per month),No,No,Yes,no
