header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpstraat 87 a,4851 CL Ulvenhout (Gem. Breda)        ,https://www.funda.nl/en/koop/ulvenhout-gem-breda/appartement-88901705-dorpstraat-87-a/?navigateSource=resultlist,20220128_085242,"€ 675,000 kosten koper","€ 5,192    The asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available immediately,€ 0.00 per month,Galleried apartment (apartment),Resale property,2020,Mansard roof,Living area130 m²Exterior space attached to the building21 m²External storage space31 m²,130 m²,21 m²,31 m²,629 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,1st floor,Air conditioning and elevator,Not available,Energy efficient window and completely insulated,CH boiler and complete floor heating,In center,Balcony present,No,No,No,No,No,No,no
