header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Klinkenbergstraat 62,2136 AZ Zwaanshoek        ,https://www.funda.nl/en/koop/zwaanshoek/huis-88946114-klinkenbergstraat-62/?navigateSource=resultlist,20220130_155549,"€ 360,000 kosten koper","€ 3,303    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Living area109 m²External storage space18 m²,109 m²,18 m²,145 m²,280 m³,3 rooms (3 bedrooms),1 separate toilet,1 story,B        What does this mean?,CH boiler,"Gas-fired, in ownership",145 m²,Full ownership,Back garden and front garden,Detached brick storage,Public parking,no
