header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmerweg 464,1014 BL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88029072-haarlemmerweg-464/?navigateSource=resultlist,20220130_193516,"€ 625,000 kosten koper","€ 10,417    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,€ 125.00 per month,Mezzanine,Resale property,2020,Living area60 m²Exterior space attached to the building11 m²,60 m²,11 m²,201 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,6th floor,"Elevator, mechanical ventilation and sliding door",A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat pump",Central facility and district heating,Full ownership,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 125.00 per month),Yes,Yes,Yes,no
