header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Appartementen (Bouwnr. 28),4132 Vianen (UT)        ,https://www.funda.nl/en/koop/vianen-ut/appartement-41912138-appartementen-bouwnr-28/?navigateSource=resultlist,20220130_122524,"€ 658,750 vrij op naam","€ 4,512    The asking price per m² (€ 658,750) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Residential property with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area146 m²,146 m²,401 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,5 stories,A        What does this mean?,"Complete floor heating, heat recovery unit and heat pump",Freestanding location and unobstructed surrounding view,Sun terrace,9 m² (3 meter deep and 3 meter broad),Located at the east,Balcony present,Storage box,Underground parking,Parking garage,no
