header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Garden,Type of garage,Capacity,Insulation.1,Type of parking facilities,error
Twee-onder-een-kapwoning (Bouwnr. 13),3281 MA Numansdorp        ,https://www.funda.nl/en/koop/numansdorp/huis-42684241-twee-onder-een-kapwoning-bouwnr-13/?navigateSource=resultlist,20220129_001104,"€ 647,600 vrij op naam","€ 3,445    The asking price per m² (€ 647,600) is calculated by dividing the asking price of the home by the living area (188 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, double house",New property,2022,SWK garantiecertificaat,Living area188 m²,188 m²,564 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,Completely insulated,Geothermal heating,Geothermal heating,Back garden and front garden,Attached brick garage,1 car,No insulation,Parking on private property,no
