header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Kinheim 366 G,1161 DL Zwanenburg        ,https://www.funda.nl/en/koop/zwanenburg/parkeergelegenheid-42677134-kinheim-366-g/?navigateSource=resultlist,20220129_203001,"€ 27,500 kosten koper",2 weeks,Under offer,Available in consultation,Garage,Resale property,1,"5,78 meter deep and 2,91 meter broad",18 m²,18 m²,Full ownership,no
