header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ruys de Beerenbrouckstraat 113 B,1067 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88039026-ruys-de-beerenbrouckstraat-113-b/?navigateSource=resultlist,20220130_204933,"€ 349,500 kosten koper","€ 4,064    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 142.00 per month,Upstairs apartment (apartment),Resale property,2006,Living area86 m²Exterior space attached to the building6 m²External storage space3 m²,86 m²,6 m²,3 m²,270 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,1st floor,A        What does this mean?,Storage box,Electricity,No,No,No,No,No,No,no
