header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,error
Radarweg 424,1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42676919-radarweg-424/?navigateSource=resultlist,20220131_002250,"€ 821,166 vrij op naam","€ 6,268    The asking price per m² (€ 821,166) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2018,Politiekeurmerk and SWK garantiecertificaat,Living area131 m²Other space inside the building6 m²Exterior space attached to the building9 m²,131 m²,6 m²,9 m²,393 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,15th floor,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated",Heat recovery unit,Solar collectors,Sheltered location and unobstructed surrounding view,Balcony present,Underground parking and parking place,no
