header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities.1,Type of garage,Capacity,Facilities.2,Type of parking facilities,error
Willem de Zwijgerlaan 135,3931 KN Woudenberg        ,https://www.funda.nl/en/koop/woudenberg/huis-88029551-willem-de-zwijgerlaan-135/?navigateSource=resultlist,20220129_083935,"€ 579,500 kosten koper","€ 3,491    The asking price per m² (€ 579,500) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1965,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area166 m²External storage space17 m²,166 m²,17 m²,272 m²,546 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Skylight, optical fibre and flue",D        What does this mean?,Roof insulation and double glazing,CH boiler and partial floor heating,CH boiler,"Gas-fired from 2021, in ownership",272 m²,Full ownership,Back garden and front garden,Detached wooden storage,Electricity and running water,Garage with carport,1 car,Electricity,Parking on private property and public parking,no
