header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lonismaat 2 31,6903 WE Zevenaar        ,https://www.funda.nl/en/koop/zevenaar/appartement-42685987-lonismaat-2-31/?navigateSource=resultlist,20220130_135359,"€ 625,000 kosten koper","€ 4,112    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 211.79 per month,Apartment with shared street entrance (apartment),Resale property,2005,Living area152 m²Other space inside the building1 m²Exterior space attached to the building17 m²External storage space36 m²,152 m²,1 m²,17 m²,36 m²,470 m³,4 rooms (3 bedrooms),1 bathroom,Toilet,1 story,5th floor,Sliding door,B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2005, in ownership)",Full ownership,Alongside park,Underground parking,Parking garage,No,No,No,No,No,No,no
