header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type apartment,Area,Number of rooms,Volume in cubic meters,Provisional energy label,Building type,Year of construction,error
Zinkstuk 19,8322 BC Urk        ,https://www.funda.nl/en/koop/urk/appartement-88971744-zinkstuk-19/?navigateSource=resultlist,20220128_045715,Price on request,2 months,Galleried apartment (apartment),97 m² residential surface area,2 rooms (2 bedrooms),291 m³,A        What does this mean?,Resale property,2006,no
