header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Maluslaan 94,9741 LN Groningen        ,https://www.funda.nl/en/koop/groningen/huis-42674844-maluslaan-94/?navigateSource=resultlist,20220128_065706,"€ 245,000 kosten koper","€ 2,168    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1965,Living area113 m²External storage space10 m²,113 m²,10 m²,109 m²,379 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Solar panels,B        What does this mean?,"Roof insulation, partly double glazed and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2000, in ownership)",109 m²,Full ownership,Back garden and front garden,"47 m² (8 meter deep and 5,9 meter broad)",Located at the south,Detached brick storage,Electricity,no
