header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Balcony/roof garden,Type of parking facilities,error
Dubbellaags bovenwoning (Bouwnr. 66),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41397564-dubbellaags-bovenwoning-bouwnr-66/?navigateSource=resultlist,20220131_161757,"€ 609,500 vrij op naam","€ 5,442    The asking price per m² (€ 609,500) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Upstairs apartment,New property,2021,Living area112 m²,112 m²,357 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,A        What does this mean?,Balcony present,Parking garage,no
