header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Frans Halsstraat 89 -III,1072 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42670528-frans-halsstraat-89-iii/?navigateSource=resultlist,20220127_221255,"€ 575,000 kosten koper","€ 8,333    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 47.20 per month,Upstairs apartment (apartment),Resale property,1884,Living area69 m²,69 m²,217 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,E        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler,Full ownership,In residential district,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 47.20 per month),No,No,Yes,no
