header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Markt 16,4501 CK Oostburg        ,https://www.funda.nl/en/koop/oostburg/huis-41276593-markt-16/?navigateSource=resultlist,20220129_044652,"€ 289,000 kosten koper","€ 2,189    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, row house",Resale property,1950,Gable roof covered with roof tiles,Living area132 m²Other space inside the building90 m²Exterior space attached to the building5 m²,132 m²,90 m²,5 m²,224 m²,754 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,E        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"HR Combi (gas-fired combination boiler from 2011, in ownership)",224 m²,Full ownership,In center,Patio/atrium,Public parking,no
