header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmerdijk 16 1,1013 JC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42523142-haarlemmerdijk-16-1/?navigateSource=resultlist,20220130_212816,"€ 575,000 kosten koper","€ 7,099    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,Before 1906,Flat roof,Living area81 m²Exterior space attached to the building6 m²,81 m²,6 m²,250 m³,4 rooms (2 bedrooms),2 bathrooms,2 toilets,2 stories,2nd floor,Passive ventilation system and TV via cable,G        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha Tzerra M (gas-fired combination boiler from 2016, in ownership)",Full ownership,Alongside busy road and in center,"Paid parking, public parking and resident's parking permits",Yes,No,No,No,No,Yes,no
