header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Egelskop 11,8446 BX Heerenveen        ,https://www.funda.nl/en/koop/heerenveen/huis-42696515-egelskop-11/?navigateSource=resultlist,20220129_171848,"€ 249,500 kosten koper","€ 2,114    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1972,Gable roof covered with roof tiles,Living area118 m²Other space inside the building9 m²Exterior space attached to the building9 m²External storage space5 m²,118 m²,9 m²,9 m²,5 m²,193 m²,441 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"ATAG (gas-fired from 2013, in ownership)",193 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,84 m² (12 meter deep and 7 meter broad),Located at the north accessible via the rear,Attached brick storage,Electricity,Public parking,no
