header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Garden,Shed / storage,error
Raoul Wallenbergstraat 92,1102 AX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88013319-raoul-wallenbergstraat-92/?navigateSource=resultlist,20220130_215952,"€ 495,000 kosten koper","€ 4,091    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2004,Living area121 m²External storage space10 m²,121 m²,10 m²,148 m²,315 m³,5 rooms (3 bedrooms),3 stories,B        What does this mean?,148 m²,Back garden,Attached brick storage,no
