header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Wilde-Landweg 10,8072 DM Nunspeet        ,https://www.funda.nl/en/koop/nunspeet/huis-42671735-wilde-landweg-10/?navigateSource=resultlist,20220128_153258,"€ 310,000 kosten koper","€ 3,875    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1949,Gable roof covered with roof tiles,Living area80 m²External storage space5 m²,80 m²,5 m²,355 m²,310 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,"2 stories, a/an loft and a basement",G        What does this mean?,Partly double glazed,Gas heaters,355 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"219 m² (23 meter deep and 9,5 meter broad)",Located at the south,Detached brick storage,Parking on private property,no
