header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Hot water,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Anthuriumsingel 49,2651 PC Berkel en Rodenrijs        ,https://www.funda.nl/en/koop/berkel-en-rodenrijs/huis-88011366-anthuriumsingel-49/?navigateSource=resultlist,20220129_070947,"€ 450,000 kosten koper","€ 3,879    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1998,Gable roof covered with roof tiles,Living area116 m²External storage space9 m²,116 m²,9 m²,106 m²,405 m³,5 rooms (4 bedrooms),3 stories,Optical fibre,B        What does this mean?,CH boiler,106 m²,In residential district,Back garden,"45 m² (7,5 meter deep and 6 meter broad)",Located at the south accessible via the rear,Detached wooden storage,Electricity,Public parking,no
