header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Type H (Bouwnr. 96),1033 NL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42513539-type-h-bouwnr-96/?navigateSource=resultlist,20220130_215904,"€ 281,449 vrij op naam","€ 4,540    The asking price per m² (€ 281,449) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),New property,2022,Flat roof,SWK garantiecertificaat,Living area62 m²,62 m²,161 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Balcony present,Built-in,Electricity and running water,Completely insulated,Public parking,no
