header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Ownership situation,Fees,error
Valkenburgerstraat,1011 NA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-88889666-valkenburgerstraat/?navigateSource=resultlist,20220131_005334,"€ 65,000 kosten koper",5 months,Available,Available in consultation,Underground parking,Resale property,Ownership encumbered with long-term leaset,€ 2.086 per year,no
