header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Sperwerlaan 90,3738 EL Maartensdijk        ,https://www.funda.nl/en/koop/maartensdijk/huis-88011317-sperwerlaan-90/?navigateSource=resultlist,20220129_070958,"€ 569,000 kosten koper","€ 4,445    The asking price per m² (€ 569,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1970,Living area128 m²Other space inside the building5 m²Exterior space attached to the building12 m²External storage space41 m²,128 m²,5 m²,12 m²,41 m²,225 m²,442 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,225 m²,Full ownership,"Alongside a quiet road, sheltered location, In wooded surroundings and in residential district","Back garden, front garden and side garden",100 m² (10 meter deep and 10 meter broad),Attached brick storage,Attached brick garage,1 car,Parking on private property and public parking,no
