header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Landbouwlaan 125,5351 LA Berghem        ,https://www.funda.nl/en/koop/berghem/huis-42547838-landbouwlaan-125/?navigateSource=resultlist,20220129_065908,"€ 300,000 kosten koper","€ 2,655    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2006,Living area113 m²Exterior space attached to the building2 m²,113 m²,2 m²,166 m²,379 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"HR Intergas ( combination boiler from 2006, in ownership)",166 m²,Full ownership,In residential district,Back garden and front garden,"87 m² (14,5 meter deep and 6 meter broad)",Located at the north,Detached wooden storage,Public parking,no
