header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Katendrechtsestraat 340,3072 NX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88995085-katendrechtsestraat-340/?navigateSource=resultlist,20220126_004325,"€ 350,000 kosten koper","€ 3,571    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Maisonnette (apartment),Resale property,2002,Flat roof covered with asphalt roofing,Living area98 m²Exterior space attached to the building5 m²External storage space4 m²,98 m²,5 m²,4 m²,300 m³,3 rooms (2 bedrooms),2 stories,2nd floor,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2019, in ownership)",Alongside a quiet road and in residential district,Sun terrace,Built-in,Electricity,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
