header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Griegplein 153,3122 VN Schiedam        ,https://www.funda.nl/en/koop/schiedam/appartement-42679887-griegplein-153/?navigateSource=resultlist,20220129_001309,"€ 259,500 kosten koper","€ 2,761    The asking price per m² (€ 259,500) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 227.14 per month,Galleried apartment (apartment),Resale property,1970,Flat roof,Living area94 m²Exterior space attached to the building11 m²External storage space7 m²,94 m²,11 m²,7 m²,278 m³,4 rooms (3 bedrooms),1 bathroom,Shower,1 story,7th floor,Elevator,D        What does this mean?,Partly double glazed,Communal central heating,Electrical boiler,Full ownership,In residential district and unobstructed surrounding view,Storage box,Public parking,Yes,Yes,Yes (€ 227.14 per month),Yes,Yes,Yes,no
