header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leyweg 742,2545 GP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88032039-leyweg-742/?navigateSource=resultlist,20220131_204121,"€ 249,500 kosten koper","€ 3,564    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1958,Flat roof covered with asphalt roofing,Living area70 m²Exterior space attached to the building6 m²External storage space4 m²,70 m²,6 m²,4 m²,235 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch (gas-fired from 2011, in ownership)",Balcony present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
