header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Type of parking facilities,error
Koolstraat 1,3551 SC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42538413-koolstraat-1/?navigateSource=resultlist,20220131_151539,"€ 375,000 kosten koper","€ 4,310    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1922,Living area87 m²,87 m²,38 m²,318 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,TV via cable,C            1.58What does this mean?,Double glazing,CH boiler,CH boiler,38 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,In residential district,Paid parking and public parking,no
