header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pieter Baststraat 18 hs,1071 TX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42670678-pieter-baststraat-18-hs/?navigateSource=resultlist,20220130_213350,"€ 575,000 kosten koper","€ 9,583    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 150.00 per month,Ground-floor apartment (apartment),Resale property,Before 1906,Living area60 m²,60 m²,223 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,Ground floor,Mechanical ventilation,A        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Back garden,"6 m² (1,5 meter deep and 4 meter broad)",Located at the southwest,Yes,Yes,No,No,No,Yes,no
