header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Bakkerstraat 6,4694 CA Scherpenisse        ,https://www.funda.nl/en/koop/scherpenisse/huis-88905803-bakkerstraat-6/?navigateSource=resultlist,20220129_025705,"€ 199,900 kosten koper","€ 3,075    The asking price per m² (€ 199,900) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1865,Gable roof covered with roof tiles,Living area65 m²,65 m²,95 m²,250 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,2 stories,F        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,Intergas Kompakt HRE 24/18 A ( combination boiler from 2021),95 m²,Full ownership,Alongside a quiet road and in center,Back garden,"36 m² (0,06 meter deep and 0,06 meter broad)",Located at the southeast,Public parking,no
