header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Wildforstlaan 2 4,8162 ER Epe        ,https://www.funda.nl/en/koop/epe/appartement-41339501-wildforstlaan-2-4/?navigateSource=resultlist,20220128_023101,"€ 567,500 vrij op naam","€ 4,434    The asking price per m² (€ 567,500) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Woningborg garantiecertificaat,Living area128 m²Other space inside the building6 m²Exterior space attached to the building13 m²,128 m²,6 m²,13 m²,384 m³,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,1st floor,"Optical fibre, elevator, mechanical ventilation, TV via cable and solar panels",Not available,Completely insulated,Complete floor heating and heat pump,Solar boiler and solar collectors,Full ownership,Full ownership,In center,Built-in,Electricity,Underground parking,Parking garage,no
