header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Livingstonelaan 506,3526 JC Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88988480-livingstonelaan-506/?navigateSource=resultlist,20220131_164213,"€ 320,000 kosten koper","€ 3,596    The asking price per m² (€ 320,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Galleried apartment (apartment),Resale property,1964,With carpets and curtains,Flat roof covered with asphalt roofing,Living area89 m²External storage space11 m²,89 m²,11 m²,285 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,E            2.20What does this mean?,Double glazing,Communal central heating,Electrical boiler (rental),"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
