header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zocherstraat 1 3,1054 LP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686186-zocherstraat-1-3/?navigateSource=resultlist,20220130_181328,"€ 900,000 kosten koper","€ 7,031    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1906-1930,Living area128 m²,128 m²,452 m³,4 rooms (3 bedrooms),1 bathroom,Bath,1 story,Not available,Full ownership,No,No,No,No,No,No,no
