header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Bessemerlaan 119,3553 GC Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88038091-bessemerlaan-119/?navigateSource=resultlist,20220131_164247,"€ 400,000 kosten koper","€ 4,706    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1915,Gable roof covered with roof tiles,Living area85 m²Other space inside the building8 m²,85 m²,8 m²,126 m²,352 m³,4 rooms (3 bedrooms),1 bathroom,2 stories,"Alarm installation, mechanical ventilation, passive ventilation system, flue and sliding door",F        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"HRE Intergas (gas-fired combination boiler from 2018, in ownership)",126 m²,Full ownership,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the southwest,Attached brick storage,Electricity and running water,No insulation,Public parking,no
