header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Lievensstraat 4 3,1074 TN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42583917-jan-lievensstraat-4-3/?navigateSource=resultlist,20220130_192911,"€ 325,000 kosten koper","€ 7,558    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (43 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 65 per month,3 months,Sold under reservation,Available in consultation,€ 65.00 per month,Upstairs apartment (apartment),Resale property,1921,Flat roof covered with asphalt roofing,Living area43 m²,43 m²,141 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,3rd floor,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2016, in ownership",Municipal long-term lease,"€ 244,03 per year",Alongside a quiet road and in residential district,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 65.00 per month),Yes,Yes,Yes,no
