header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Balcony/roof garden,Type of parking facilities,error
"Type 3, Villa Zorgvliet Penthouses (Bouwnr. 12)",4471 AC Wolphaartsdijk        ,https://www.funda.nl/en/koop/wolphaartsdijk/appartement-87764016-type-3-villa-zorgvliet-penthouses-bouwnr-12/?navigateSource=resultlist,20220128_052313,"€ 509,000 vrij op naam","€ 5,247    The asking price per m² (€ 509,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Penthouse (apartment),New property,2021,Living area97 m²,97 m²,339 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,3rd floor,Elevator,A        What does this mean?,Completely insulated,Roof terrace present,Public parking,no
