header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of garage,Type of parking facilities,error
Spoorzicht 6,3648 LP Wilnis        ,https://www.funda.nl/en/koop/wilnis/huis-42680543-spoorzicht-6/?navigateSource=resultlist,20220128_064228,"€ 695,000 kosten koper","€ 3,819    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (182 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, double house",New property,2021,Gable roof covered with roof tiles,Living area182 m²Other space inside the building6 m²,182 m²,6 m²,337 m²,703 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Not available,Energy efficient window and completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,337 m²,Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view","Back garden, front garden and side garden",154 m² (14 meter deep and 11 meter broad),Located at the south accessible via the rear,Built-in,Electricity,Parking place,Public parking,no
