header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Antillenstraat 3 -H,1058 GW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42674822-antillenstraat-3-h/?navigateSource=resultlist,20220130_213105,"€ 700,000 kosten koper","€ 6,250    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 106 per month,"January 17, 2022",Available,Available in consultation,Ground-floor apartment (basement),Resale property,1935,Combination roof covered with roof tiles,Living area112 m²,112 m²,395 m³,4 rooms (3 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",2 stories,Ground floor,TV via cable,B        What does this mean?,Double glazing,CH boiler,CH boiler,2020,Full ownership,Alongside a quiet road and in residential district,Back garden,"10 m² (4 meter deep and 2,5 meter broad)",Located at the south,Yes,Yes,Yes,Yes,No,Yes,no
