header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Logger 16,1186 RS Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-88023815-logger-16/?navigateSource=resultlist,20220129_081410,"€ 450,000 kosten koper","€ 5,488    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,€ 354.00 per month,Apartment with shared street entrance (apartment),Resale property,1980,With carpets and curtains,Combination roof covered with asphalt roofing,Living area82 m²External storage space7 m²,82 m²,7 m²,265 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,1 story,1st floor,"Outdoor awning, elevator and mechanical ventilation",D            1.86What does this mean?,Mostly double glazed and insulated walls,Communal central heating and partial floor heating,Full ownership,In residential district,Storage box,Electricity,Public parking,Yes,Yes,Yes (€ 354.00 per month),Yes,Yes,Yes,no
