header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Janusz Korczakstraat 46,1102 JP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88908004-janusz-korczakstraat-46/?navigateSource=resultlist,20220130_202832,"€ 525,000 kosten koper","€ 4,449    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 475,000 kosten koper",7 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2002,Energie Prestatie Advies,Living area118 m²External storage space12 m²,118 m²,12 m²,425 m³,4 rooms (3 bedrooms),3 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating,1 m²,Back garden,"50 m² (9,45 meter deep and 5,26 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Paid parking and parking garage,no
