header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Location,Type of parking facilities,error
Prins Hendrikkade 515 .,1011 TE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88935944-prins-hendrikkade-515/?navigateSource=resultlist,20220130_232829,"€ 575,000 kosten koper","€ 7,099    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1906-1930,Living area81 m²Exterior space attached to the building40 m²,81 m²,40 m²,81 m²,809 m³,4 rooms,2 stories,Not available,81 m² (part of parcel),Alongside water,Paid parking,no
