header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Facilities,Dimensions,Plot size,Area,Ownership situation,error
Berkelse Poort 259,2651 JX Berkel en Rodenrijs        ,https://www.funda.nl/en/koop/berkel-en-rodenrijs/parkeergelegenheid-88015925-berkelse-poort-259/?navigateSource=resultlist,20220127_225850,"€ 50,000 kosten koper",5 weeks,Under offer,Available immediately,Garage,New property,No insulation,Electricity,21 m² (7 meter deep and 3 meter broad),21 m²,21 m²,Full ownership,no
