header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Fees,error
Johan Huijsenstraat 1 P54,1087 LC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42537584-johan-huijsenstraat-1-p54/?navigateSource=resultlist,20220130_222744,"€ 25,000 kosten koper",2 months,Available,Available in consultation,Parking place,Resale property,1,Municipal ownership encumbered with long-term leaset,Paid until 01-12-2057,no
