header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boorn 30,3068 LA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88043892-boorn-30/?navigateSource=resultlist,20220125_221215,"€ 199,000 kosten koper","€ 2,970    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available immediately,€ 128.76 per month,Maisonnette (apartment),Resale property,1981,With carpets and curtains,Gable roof covered with roof tiles,Living area67 m²Exterior space attached to the building19 m²External storage space5 m²,67 m²,19 m²,5 m²,240 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,2nd floor,TV via cable,B        What does this mean?,Partly double glazed,District heating,CH boiler,In residential district,French balcony present,Public parking,Yes,Yes,Yes (€ 128.76 per month),Yes,No,Yes,no
