header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of garage,error
Nieuwe Maanderbuurtweg 73,6717 AP Ede        ,https://www.funda.nl/en/koop/ede/huis-42570789-nieuwe-maanderbuurtweg-73/?navigateSource=resultlist,20220130_140651,"€ 494,900 kosten koper","€ 3,299    The asking price per m² (€ 494,900) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2010,Living area150 m²External storage space5 m²,150 m²,5 m²,232 m²,570 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation","CH boiler, gas heater and partial floor heating",CH boiler,"Intergas ( combination boiler, in ownership)",232 m²,Full ownership,Back garden and front garden,"61 m² (7,2 meter deep and 8,5 meter broad)",Located at the east accessible via the rear,Attached wooden storage,Carport,no
