header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Location,Garden,Shed / storage,Type of garage,Capacity,error
Sint Jorisstraat 16,4505 AE Zuidzande        ,https://www.funda.nl/en/koop/zuidzande/huis-88035309-sint-jorisstraat-16/?navigateSource=resultlist,20220129_193708,"€ 425,000 kosten koper","€ 3,455    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Under offer,Available in consultation,"Single-family home, detached residential property",Resale property,1979,Gable roof,Living area123 m²Other space inside the building21 m²External storage space15 m²,123 m²,21 m²,15 m²,569 m²,528 m³,4 rooms (3 bedrooms),3 stories,Rolldown shutters,C        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",CH boiler,Vaillant (2010),569 m²,"Alongside a quiet road, in residential district and unobstructed surrounding view",Surrounded by garden,Detached wooden storage,Built-in and parking place,1 car,no
