header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Garden,error
Oranjestraat 8 B,2514 JB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42454010-oranjestraat-8-b/?navigateSource=resultlist,20220131_221404,"€ 895,000 kosten koper","€ 7,783    The asking price per m² (€ 895,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Mezzanine,New property,1875,Listed building (national monument),Living area115 m²External storage space7 m²,115 m²,7 m²,437 m³,3 rooms (2 bedrooms),1 story,Not required,Sun terrace,no
