header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Garden,Front garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bloemistenlaan 60 bnr 25,2313 BB Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42662179-bloemistenlaan-60-bnr-25/?navigateSource=resultlist,20220129_192759,"€ 405,000 vrij op naam","€ 8,438    The asking price per m² (€ 405,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 185 per month,3 weeks,Sold under reservation,€ 185.00 per month,Ground-floor apartment (apartment),New property,2022,Living area48 m²Other space inside the building8 m²,48 m²,8 m²,193 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,4 stories,Ground floor,Solar panels,Not available,Completely insulated,Partial floor heating and heat pump,In center and in residential district,Back garden and front garden,"14 m² (2,4 meter deep and 5,8 meter broad)",Located at the south,Storage box,Electricity,Underground parking and parking place,Parking garage,No,No,No,No,No,No,no
