header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Fort Abcoudestraat 103,1384 AJ Weesp        ,https://www.funda.nl/en/koop/weesp/huis-42682689-fort-abcoudestraat-103/?navigateSource=resultlist,20220128_015132,"€ 900,000 kosten koper","€ 5,389    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,2019,Gable roof covered with roof tiles,Living area167 m²External storage space5 m²,167 m²,5 m²,137 m²,634 m³,5 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,Bath and toilet,3 stories,Smart home and mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2019, in ownership",137 m²,Full ownership,Back garden and front garden,"50 m² (8,71 meter deep and 5,71 meter broad)",Located at the west accessible via the rear,French balcony present,Detached wooden storage,Electricity,Public parking,no
