header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wijnbrugstraat 348,3011 XW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42579154-wijnbrugstraat-348/?navigateSource=resultlist,20220126_004458,"€ 950,000 kosten koper","€ 6,463    The asking price per m² (€ 950,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Penthouse (corridor apartment),Resale property,2009,Living area147 m²,147 m²,474 m³,3 rooms (2 bedrooms),1 story,40th floor,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,District heating,District heating,Full ownership,"Alongside a quiet road, on navigable waterway, alongside water, in center, freestanding location and unobstructed surrounding view",French balcony present,Built-in,Parking place,Yes,Yes,Yes,Yes,Yes,Yes,no
