header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Mecklenburg 46,2171 DV Sassenheim        ,https://www.funda.nl/en/koop/sassenheim/huis-42548706-mecklenburg-46/?navigateSource=resultlist,20220129_185016,"€ 495,000 kosten koper","€ 3,367    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1979,Gable roof covered with roof tiles,Living area147 m²External storage space6 m²,147 m²,6 m²,158 m²,475 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Skylight, mechanical ventilation, sliding door, TV via cable and solar panels",C        What does this mean?,CH boiler and gas heater,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",158 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"67 m² (13,7 meter deep and 4,9 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Electricity,Public parking,no
