header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Maasschriksel (Bouwnr. 55),5911 HA Venlo        ,https://www.funda.nl/en/koop/venlo/appartement-41380393-maasschriksel-bouwnr-55/?navigateSource=resultlist,20220128_023110,"€ 385,000 vrij op naam","€ 4,753    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Mezzanine (apartment),New property,2021,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area81 m²,81 m²,284 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,7th floor,"Balanced ventilation system, elevator and solar panels",A        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation","Partial floor heating, heat recovery unit and heat pump",Electrical boiler,"Alongside a quiet road, in center and in residential district",Balcony present,Storage box,Underground parking,Parking garage,no
