header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Fees,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ben van Meerendonkstraat 249,1087 LN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88959614-ben-van-meerendonkstraat-249/?navigateSource=resultlist,20220130_182649,"€ 500,000 kosten koper","€ 5,102    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 550,000 kosten koper",3 months,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,2010,Living area98 m²External storage space4 m²,98 m²,4 m²,313 m³,2 rooms (1 bedroom),1 bathroom,Shower,1 story,2nd floor,A        What does this mean?,Long-term lease,Paid until 15-08-2058,Built-in,Paid parking,No,No,No,No,No,No,no
