header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Insulation.1,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Badhuiskade 351,1031 KV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42596836-badhuiskade-351/?navigateSource=resultlist,20220130_191548,"€ 4,400,000 vrij op naam","€ 10,602    The asking price per m² (€ 4,400,000) is calculated by dividing the asking price of the home by the living area (415 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 646 per month,3 months,Available,Available immediately,Penthouse (apartment),New property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area415 m²Exterior space attached to the building48 m²,415 m²,48 m²,"1,250 m³",8 rooms (4 bedrooms),3 bathrooms and 2 separate toilets,Bath and 3 toilets,2 stories,23rd floor,Not available,Completely insulated,Central facility and solar collectors,Municipal long-term lease,"Alongside park, on navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",Roof terrace present,Built-in,Electricity,Completely insulated,Garage and underground parking,2 cars,Electricity,Parking garage,no
