header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Musselstraat 62,5215 HH Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42682425-musselstraat-62/?navigateSource=resultlist,20220201_111750,"€ 285,000 kosten koper","€ 3,519    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1967,Gable roof covered with roof tiles,Living area81 m²Other space inside the building23 m²Exterior space attached to the building1 m²External storage space15 m²,81 m²,23 m²,1 m²,15 m²,124 m²,360 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,D        What does this mean?,CH boiler,CH boiler and gas water heater,"Gas-fired combination boiler, in ownership",124 m²,Full ownership,In residential district,Back garden and front garden,48 m² (8 meter deep and 6 meter broad),Located at the east accessible via the rear,Balcony present,Detached brick storage,Public parking,no
