header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mariniersweg 32 A,3011 NP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88038728-mariniersweg-32-a/?navigateSource=resultlist,20220125_220005,"€ 375,000 kosten koper","€ 5,282    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 139.63 per month,Upstairs apartment (apartment),Resale property,1955,Living area71 m²Exterior space attached to the building5 m²External storage space4 m²,71 m²,5 m²,4 m²,244 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,D        What does this mean?,Partly double glazed,District heating,Central facility,Full ownership,"In center, in residential district and unobstructed surrounding view",Balcony present,Built-in,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 139.63 per month),Yes,Yes,Yes,no
