header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Appellaan 14,6241 AR Bunde        ,https://www.funda.nl/en/koop/bunde/huis-42667009-appellaan-14/?navigateSource=resultlist,20220130_141401,"€ 449,000 kosten koper","€ 2,689    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1968,Gable roof covered with roof tiles,Living area167 m²Exterior space attached to the building2 m²External storage space8 m²,167 m²,2 m²,8 m²,280 m²,510 m³,6 rooms (4 bedrooms),3 stories,Rolldown shutters and TV via cable,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Gas-fired combination boiler from 2005, in ownership",280 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",Outside plastic storage cabinet,Public parking,no
