header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Matrozenhof 121,1018 ZP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42579386-matrozenhof-121/?navigateSource=resultlist,20220130_182700,"€ 350,000 kosten koper","€ 6,863    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 385,000 kosten koper",3 months,Sold under reservation,Available in consultation,€ 130.00 per month,Apartment with shared street entrance,Resale property,1989,Living area51 m²,51 m²,187 m³,2 rooms (1 bedroom),1 story,D        What does this mean?,Yes,Yes,Yes (€ 130.00 per month),Yes,Yes,Yes,no
