header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation,Type of parking facilities,error
Schotelplein 12,5014 RE Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88016520-schotelplein-12/?navigateSource=resultlist,20220128_044352,"€ 219,000 kosten koper","€ 3,042    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Living area72 m²External storage space8 m²,72 m²,8 m²,87 m²,250 m³,4 rooms (2 bedrooms),1 bathroom,Bath and toilet,2 stories,Alarm installation,F        What does this mean?,CH boiler,CH boiler,"Remeha (2008, in ownership)",87 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,12 m² (3 meter deep and 4 meter broad),Located at the west accessible via the rear,Detached brick storage,Electricity,No insulation,Public parking,no
