header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Havezatelaan 71,7414 GE Deventer        ,https://www.funda.nl/en/koop/deventer/appartement-42682812-havezatelaan-71/?navigateSource=resultlist,20220127_235040,"€ 215,000 kosten koper","€ 1,581    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 172.00 per month,Apartment with shared street entrance (apartment),Resale property,1968,Living area136 m²Exterior space attached to the building6 m²External storage space5 m²,136 m²,6 m²,5 m²,446 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,4th floor,Skylight,C            1.98What does this mean?,CH boiler,CH boiler,Full ownership,Alongside a quiet road and in residential district,Built-in,Public parking,Yes,Yes,Yes (€ 172.00 per month),Yes,Yes,Yes,no
