header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Type H (Bouwnr. 19),4758 BS Standdaarbuiten        ,https://www.funda.nl/en/koop/standdaarbuiten/appartement-88920832-type-h-bouwnr-19/?navigateSource=resultlist,20220128_045120,"€ 350,000 vrij op naam","€ 4,023    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Maisonnette,New property,2022,Living area87 m²,87 m²,261 m³,2 rooms (1 bedroom),1 separate toilet,2 stories,1st floor,A        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",Complete floor heating,On navigable waterway and alongside water,Sun terrace,Built-in,Built-in,1 car,Parking on private property,no
