header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Ruys de Perezlaan 37,2111 WN Aerdenhout        ,https://www.funda.nl/en/koop/aerdenhout/huis-42679045-ruys-de-perezlaan-37/?navigateSource=resultlist,20220129_084634,"€ 875,000 kosten koper","€ 6,530    The asking price per m² (€ 875,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1959,Living area134 m²Exterior space attached to the building3 m²External storage space21 m²,134 m²,3 m²,21 m²,229 m²,487 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Skylight, flue and sliding door",D        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2020, in ownership)",229 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Balcony present,Detached brick storage,Detached brick garage,1 car,Public parking,no
